Number,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
507,36,male,2,own,quite rich,rich,2360,15,car,good
508,34,male,3,own,moderate,moderate,6850,15,car,bad
509,28,male,2,own,little,NA,1413,24,radio/TV,good
510,45,male,3,own,moderate,NA,8588,39,car,good
511,26,male,2,own,little,little,759,12,car,bad
512,32,male,3,free,little,NA,4686,36,car,good
513,26,male,2,rent,little,rich,2687,15,business,good
514,20,male,2,rent,little,moderate,585,12,radio/TV,good
515,54,male,2,own,NA,NA,2255,24,car,good
516,37,female,2,own,little,little,609,6,car,good
517,40,male,1,own,little,little,1361,6,car,good
518,23,female,2,rent,little,NA,7127,36,furniture/equipment,bad
519,43,male,2,own,moderate,little,1203,6,car,good
520,36,male,2,free,NA,NA,700,6,radio/TV,good
521,44,male,2,free,little,NA,5507,24,repairs,good
522,24,female,2,own,little,little,3190,18,radio/TV,bad
523,53,male,2,free,little,little,7119,48,furniture/equipment,bad
524,23,female,2,own,moderate,NA,3488,24,car,good
525,26,female,1,own,little,moderate,1113,18,radio/TV,good
526,30,male,2,own,little,moderate,7966,26,car,good
527,31,female,2,own,moderate,NA,1532,15,education,good
528,42,male,1,own,little,NA,1503,4,radio/TV,good
529,31,male,2,rent,little,little,2302,36,radio/TV,bad
530,41,male,1,own,little,little,662,6,car,good
531,32,male,2,own,little,moderate,2273,36,education,good
532,28,female,2,rent,moderate,moderate,2631,15,car,bad
533,41,male,2,rent,little,NA,1503,12,car,good
534,26,male,2,own,moderate,NA,1311,24,radio/TV,good
535,25,male,2,own,NA,NA,3105,24,radio/TV,good
536,33,male,2,rent,little,rich,2319,21,education,bad
537,75,female,3,own,NA,little,1374,6,car,good
538,37,female,2,own,little,moderate,3612,18,furniture/equipment,good
539,42,male,3,free,little,little,7763,48,car,bad
540,45,female,1,own,little,rich,3049,18,furniture/equipment,good
541,23,male,2,rent,little,moderate,1534,12,radio/TV,bad
542,60,male,2,free,little,NA,2032,24,car,good
543,31,male,2,own,NA,little,6350,30,furniture/equipment,bad
544,34,male,1,own,little,rich,2864,18,furniture/equipment,bad
545,61,male,1,own,little,NA,1255,12,car,good
546,43,male,2,free,little,little,1333,24,car,bad
547,37,female,2,own,little,NA,2022,24,car,good
548,32,male,2,own,little,NA,1552,24,radio/TV,good
549,24,female,1,own,little,little,626,12,radio/TV,bad
550,35,male,2,free,NA,NA,8858,48,car,good
551,23,female,2,own,NA,NA,996,12,repairs,good
552,45,male,1,own,quite rich,NA,1750,6,radio/TV,good
553,34,male,2,own,little,little,6999,48,radio/TV,bad
554,27,male,2,own,moderate,moderate,1995,12,car,good
555,67,female,3,own,little,moderate,1199,9,education,good
556,22,male,2,own,little,moderate,1331,12,radio/TV,bad
557,28,female,2,own,moderate,moderate,2278,18,car,bad
558,29,female,2,own,NA,NA,5003,21,car,bad
559,27,male,2,own,little,little,3552,24,furniture/equipment,bad
560,31,male,1,own,little,moderate,1928,18,furniture/equipment,bad
561,49,male,2,free,NA,little,2964,24,car,good
562,24,male,1,rent,little,little,1546,24,radio/TV,bad
563,29,female,2,own,little,rich,683,6,radio/TV,good
564,37,male,2,free,NA,moderate,12389,36,car,bad
565,37,male,3,own,NA,moderate,4712,24,business,good
566,23,female,2,rent,moderate,moderate,1553,24,radio/TV,good
567,36,male,2,own,little,little,1372,12,car,bad
568,34,male,2,own,rich,NA,2578,24,radio/TV,good
569,41,male,2,own,NA,moderate,3979,48,radio/TV,good
570,31,female,2,own,little,little,6758,48,radio/TV,bad
571,23,female,1,rent,little,little,3234,24,furniture/equipment,bad
572,38,male,2,own,little,NA,5954,30,radio/TV,good
573,26,female,3,rent,NA,NA,5433,24,car,good
574,22,female,1,own,little,little,806,15,business,good
575,27,male,1,own,little,moderate,1082,9,radio/TV,good
576,24,female,2,own,little,NA,2788,15,furniture/equipment,good
577,27,female,2,own,little,moderate,2930,12,radio/TV,good
578,33,female,2,own,NA,NA,1927,24,education,good
579,27,male,2,own,little,moderate,2820,36,car,bad
580,27,male,1,own,little,NA,937,24,education,good
581,30,male,2,own,little,moderate,1056,18,car,bad
582,49,male,1,own,little,moderate,3124,12,car,good
583,26,female,2,rent,little,NA,1388,9,furniture/equipment,good
584,33,male,1,rent,little,moderate,2384,36,repairs,bad
585,52,female,3,free,NA,NA,2133,12,car,good
586,20,female,2,rent,little,little,2039,18,furniture/equipment,bad
587,36,male,2,rent,little,little,2799,9,car,good
588,21,male,1,own,little,little,1289,12,furniture/equipment,good
589,47,male,1,own,little,little,1217,18,domestic appliances,bad
590,60,male,2,own,little,little,2246,12,furniture/equipment,bad
591,58,female,1,own,little,little,385,12,radio/TV,good
592,42,female,2,rent,NA,moderate,1965,24,car,good
593,36,female,1,own,rich,NA,1572,21,business,good
594,20,female,1,rent,little,moderate,2718,24,car,bad
595,40,male,3,own,NA,little,1358,24,vacation/others,bad
596,32,female,1,own,moderate,moderate,931,6,car,bad
597,23,female,2,rent,little,little,1442,24,car,bad
598,36,male,1,own,little,moderate,4241,24,business,bad
599,31,male,2,own,little,NA,2775,18,car,bad
600,32,male,2,free,little,NA,3863,24,business,good
601,45,female,2,own,little,moderate,2329,7,radio/TV,good
602,30,female,2,own,little,moderate,918,9,furniture/equipment,bad
603,34,female,1,free,little,moderate,1837,24,education,bad
604,28,female,3,own,little,NA,3349,36,furniture/equipment,bad
605,23,female,2,own,little,rich,1275,10,furniture/equipment,good
606,22,male,2,own,quite rich,little,2828,24,furniture/equipment,good
607,74,male,3,own,little,NA,4526,24,business,good
608,50,female,2,free,moderate,moderate,2671,36,radio/TV,bad
609,33,male,2,own,little,NA,2051,18,radio/TV,good
610,45,male,2,free,NA,NA,1300,15,car,good
611,22,female,2,own,moderate,little,741,12,domestic appliances,bad
612,48,female,1,free,moderate,rich,1240,10,car,bad
613,29,female,2,own,rich,little,3357,21,radio/TV,good
614,22,female,2,rent,little,little,3632,24,car,good
615,22,female,2,own,little,NA,1808,18,furniture/equipment,bad
616,48,male,3,own,NA,moderate,12204,48,business,good
617,27,male,3,free,NA,moderate,9157,60,radio/TV,good
618,37,male,2,rent,little,little,3676,6,car,good
619,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,bad
620,49,male,1,own,little,NA,640,12,car,good
621,27,male,2,own,little,moderate,3652,21,business,good
622,32,male,2,own,little,NA,1530,18,car,bad
623,38,male,2,own,NA,NA,3914,48,business,bad
624,22,female,2,rent,little,little,1858,12,furniture/equipment,good
625,65,male,2,free,little,little,2600,18,radio/TV,bad
626,35,male,2,own,NA,NA,1979,15,radio/TV,good
627,41,male,2,own,little,rich,2116,6,furniture/equipment,good
628,29,male,2,own,moderate,moderate,1437,9,car,bad
629,36,male,2,own,quite rich,NA,4042,42,furniture/equipment,good
630,64,male,1,own,NA,NA,3832,9,education,good
631,28,female,2,own,little,little,3660,24,radio/TV,good
632,44,male,2,own,little,little,1553,18,furniture/equipment,bad
633,23,male,2,own,NA,moderate,1444,15,radio/TV,good
634,19,female,2,rent,little,NA,1980,9,furniture/equipment,bad
635,25,female,1,own,little,moderate,1355,24,car,bad
636,47,male,2,own,little,NA,1393,12,education,good
637,28,female,2,own,quite rich,NA,1376,24,radio/TV,good
638,21,male,2,own,little,NA,15653,60,radio/TV,good
639,34,female,2,own,little,NA,1493,12,radio/TV,good
640,26,male,2,own,little,little,4370,42,radio/TV,bad
641,27,female,0,own,little,little,750,18,education,bad
642,38,male,1,own,little,moderate,1308,15,repairs,good
643,40,male,3,own,moderate,NA,4623,15,education,bad
644,33,male,2,own,little,NA,1851,24,radio/TV,good
645,32,male,3,own,little,little,1880,18,radio/TV,good
646,27,male,2,rent,NA,NA,7980,36,business,bad
647,32,male,2,own,little,little,4583,30,furniture/equipment,good
648,26,female,2,own,quite rich,NA,1386,12,car,bad
649,38,male,2,free,little,rich,947,24,car,bad
650,40,male,1,rent,little,little,684,12,education,bad
651,50,male,3,free,little,little,7476,48,education,good
652,37,male,1,own,little,moderate,1922,12,furniture/equipment,bad
653,45,male,2,own,little,little,2303,24,car,bad
654,42,male,3,own,moderate,moderate,8086,36,car,bad
655,35,male,2,own,little,NA,2346,24,car,good
656,22,male,2,free,little,little,3973,14,car,good
657,41,male,1,own,little,moderate,888,12,car,bad
658,37,male,2,own,NA,NA,10222,48,radio/TV,good
659,28,female,2,own,little,moderate,4221,30,business,good
660,41,male,2,own,little,moderate,6361,18,furniture/equipment,good
661,23,male,2,rent,little,rich,1297,12,radio/TV,good
662,23,male,2,own,NA,little,900,12,car,bad
663,50,male,2,own,little,NA,2241,21,furniture/equipment,good
664,35,male,3,own,little,moderate,1050,6,furniture/equipment,good
665,50,female,1,own,little,rich,1047,6,education,good
666,27,male,3,own,little,NA,6314,24,vacation/others,good
667,34,male,2,own,rich,moderate,3496,30,furniture/equipment,good
668,27,female,2,own,little,NA,3609,48,business,good
669,43,male,2,rent,little,little,4843,12,car,bad
670,47,male,2,own,little,rich,3017,30,radio/TV,good
671,27,male,1,own,moderate,NA,4139,24,business,good
672,31,male,2,own,moderate,NA,5742,36,business,good
673,42,male,3,own,little,NA,10366,60,car,good
674,24,male,2,own,quite rich,NA,2080,6,car,good
675,41,male,1,own,quite rich,NA,2580,21,business,bad
676,26,female,3,rent,little,NA,4530,30,radio/TV,good
677,33,male,2,own,little,NA,5150,24,furniture/equipment,good
678,24,male,2,own,moderate,moderate,5595,72,radio/TV,bad
679,64,male,1,rent,little,little,2384,24,radio/TV,good
680,26,female,2,own,little,NA,1453,18,radio/TV,good
681,56,female,2,own,little,NA,1538,6,education,good
682,37,male,2,free,NA,NA,2279,12,radio/TV,good
683,33,male,2,own,little,NA,1478,15,radio/TV,good
684,47,male,2,free,little,NA,5103,24,radio/TV,good
685,31,male,1,own,moderate,moderate,9857,36,business,good
686,34,male,2,free,NA,NA,6527,60,car,good
687,27,male,2,own,NA,rich,1347,10,radio/TV,good
688,30,male,2,free,moderate,moderate,2862,36,car,good
689,35,male,2,own,moderate,NA,2753,9,radio/TV,good
690,31,male,2,own,rich,little,3651,12,car,good
691,25,male,2,own,little,little,975,15,furniture/equipment,good
692,25,female,1,own,moderate,moderate,2631,15,repairs,good
693,29,male,2,own,moderate,moderate,2896,24,radio/TV,good
694,44,male,1,own,NA,little,4716,6,car,good
695,28,male,2,own,little,NA,2284,24,radio/TV,good
696,50,male,2,rent,quite rich,NA,1236,6,car,good
697,29,male,2,own,little,moderate,1103,12,radio/TV,good
698,38,female,0,own,little,NA,926,12,car,good
699,24,male,2,own,little,NA,1800,18,radio/TV,good
700,40,male,3,rent,little,rich,1905,15,education,good
701,29,female,1,rent,quite rich,NA,1123,12,furniture/equipment,bad
702,46,male,2,free,little,little,6331,48,car,bad
703,47,female,2,free,moderate,rich,1377,24,radio/TV,good
704,41,male,2,own,moderate,moderate,2503,30,business,good
705,32,female,2,own,little,moderate,2528,27,business,good
706,35,female,2,free,quite rich,NA,5324,15,car,good
707,24,male,2,own,moderate,moderate,6560,48,car,bad
708,25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad
709,25,female,2,own,little,moderate,1206,9,radio/TV,good
710,37,male,1,own,little,moderate,2118,9,radio/TV,good
711,32,male,3,own,quite rich,NA,629,18,radio/TV,good
712,35,female,2,free,little,little,1198,6,education,bad
713,46,male,3,own,NA,NA,2476,21,car,good
714,25,male,1,own,little,little,1138,9,radio/TV,good
715,27,male,3,own,little,moderate,14027,60,car,bad
716,63,male,2,own,NA,NA,7596,30,car,good
717,40,male,2,own,NA,NA,3077,30,radio/TV,good
718,32,male,3,free,little,NA,1505,18,radio/TV,good
719,31,male,2,own,NA,rich,3148,24,radio/TV,good
720,31,male,2,own,moderate,moderate,6148,20,car,good
721,34,male,3,own,little,rich,1337,9,radio/TV,bad
722,24,female,2,rent,rich,moderate,433,6,education,bad
723,24,female,1,own,little,little,1228,12,car,bad
724,66,female,1,own,quite rich,moderate,790,9,radio/TV,good
725,21,female,2,rent,little,NA,2570,27,car,bad
726,41,female,1,own,rich,NA,250,6,car,good
727,47,male,1,own,quite rich,NA,1316,15,radio/TV,good
728,25,female,2,rent,little,little,1882,18,radio/TV,bad
729,59,female,2,rent,little,moderate,6416,48,business,bad
730,36,male,2,own,rich,rich,1275,24,business,good
731,33,male,2,own,little,moderate,6403,24,radio/TV,good
732,21,male,1,rent,little,little,1987,24,radio/TV,bad
733,44,female,1,own,little,moderate,760,8,radio/TV,good
734,28,female,2,rent,rich,NA,2603,24,car,good
735,37,female,2,own,little,NA,3380,4,car,good
736,29,female,0,own,NA,moderate,3990,36,domestic appliances,good
737,23,female,3,rent,little,moderate,11560,24,car,bad
738,35,male,1,own,moderate,little,4380,18,car,good
739,45,male,3,own,little,NA,6761,6,car,good
740,26,female,1,rent,moderate,moderate,4280,30,business,bad
741,32,male,2,own,moderate,little,2325,24,car,good
742,23,male,1,own,little,moderate,1048,10,radio/TV,good
743,41,male,2,own,NA,NA,3160,21,radio/TV,good
744,22,male,2,own,quite rich,little,2483,24,furniture/equipment,good
745,30,male,3,own,NA,little,14179,39,furniture/equipment,good
746,28,male,1,own,little,little,1797,13,business,good
747,23,female,2,rent,little,little,2511,15,car,good
748,37,female,1,own,little,little,1274,12,car,bad
749,26,male,2,own,NA,NA,5248,21,car,good
750,33,male,2,own,little,NA,3029,15,car,good
751,49,female,2,own,little,little,428,6,furniture/equipment,good
752,23,female,1,own,little,little,976,18,car,bad
753,23,female,1,rent,moderate,moderate,841,12,business,good
754,25,female,2,own,little,NA,5771,30,radio/TV,good
755,55,male,2,free,rich,NA,1555,12,repairs,bad
756,32,female,2,rent,NA,little,1285,24,car,bad
757,74,male,0,own,little,rich,1299,6,car,good
758,39,male,2,free,NA,rich,1271,15,radio/TV,bad
759,31,male,2,own,little,NA,1393,24,car,good
760,35,male,2,own,little,little,691,12,car,bad
761,59,female,2,own,NA,NA,5045,15,car,good
762,24,female,2,rent,little,little,2124,18,furniture/equipment,bad
763,24,male,1,own,little,little,2214,12,radio/TV,good
764,30,male,3,free,NA,NA,12680,21,car,bad
765,27,male,2,own,moderate,NA,2463,24,car,good
766,40,male,1,own,little,moderate,1155,12,radio/TV,good
767,31,male,1,own,little,little,3108,30,furniture/equipment,bad
768,31,female,2,rent,NA,NA,2901,10,car,good
769,28,male,2,rent,little,moderate,3617,12,furniture/equipment,good
770,63,male,1,own,little,NA,1655,12,radio/TV,good
771,26,female,2,rent,NA,little,2812,24,car,good
772,25,female,3,own,little,little,8065,36,education,bad
773,36,male,3,own,little,NA,3275,21,car,good
774,52,male,2,own,moderate,NA,2223,24,radio/TV,good
775,66,male,0,free,quite rich,rich,1480,12,car,good
776,25,female,2,rent,NA,little,1371,24,car,bad
777,37,male,2,own,little,NA,3535,36,car,good
778,25,female,2,own,little,little,3509,18,radio/TV,good
779,38,male,3,own,rich,NA,5711,36,car,good
780,67,female,2,own,little,moderate,3872,18,repairs,good
781,25,male,2,own,little,moderate,4933,39,radio/TV,bad
782,60,male,2,own,rich,NA,1940,24,car,good
783,31,male,1,own,little,moderate,1410,12,education,good
784,23,female,1,own,moderate,moderate,836,12,car,bad
785,60,male,3,own,NA,moderate,6468,20,car,good
786,35,male,1,own,rich,moderate,1941,18,business,good
787,40,male,2,own,quite rich,NA,2675,22,radio/TV,good
788,38,male,2,own,NA,NA,2751,48,car,good
789,50,male,2,free,little,moderate,6224,48,education,bad
790,27,male,2,own,little,little,5998,40,education,bad
791,39,female,2,own,little,moderate,1188,21,business,bad
792,41,male,3,own,NA,NA,6313,24,car,good
793,27,male,2,own,NA,NA,1221,6,furniture/equipment,good
794,51,male,2,free,little,rich,2892,24,furniture/equipment,good
795,32,male,2,rent,quite rich,NA,3062,24,furniture/equipment,good
796,22,female,2,rent,moderate,NA,2301,9,furniture/equipment,good
797,51,male,2,free,NA,little,7511,18,car,bad
798,22,female,1,rent,little,NA,1258,12,furniture/equipment,good
799,54,male,2,own,NA,NA,717,24,car,good
800,35,male,0,own,NA,moderate,1549,9,car,good
801,54,male,2,free,little,NA,1597,24,education,good
802,48,female,1,rent,little,moderate,1795,18,radio/TV,good
803,24,female,2,own,little,little,4272,20,furniture/equipment,good
804,35,male,2,own,NA,NA,976,12,radio/TV,good
805,24,female,0,rent,NA,moderate,7472,12,car,good
806,24,male,2,own,little,little,9271,36,car,bad
807,26,male,1,own,little,moderate,590,6,radio/TV,good
808,65,male,2,own,NA,NA,930,12,radio/TV,good
809,55,male,3,free,little,moderate,9283,42,car,good
810,26,female,0,rent,little,moderate,1778,15,car,bad
811,26,male,2,own,little,moderate,907,8,business,good
812,28,male,1,own,little,moderate,484,6,radio/TV,good
813,24,male,2,own,little,little,9629,36,car,bad
814,54,male,2,own,little,little,3051,48,domestic appliances,bad
815,46,male,2,free,little,little,3931,48,car,bad
816,54,female,2,rent,little,moderate,7432,36,car,good
817,62,male,2,own,quite rich,NA,1338,6,domestic appliances,good
818,24,female,2,rent,little,NA,1554,6,radio/TV,good
819,43,male,3,own,little,little,15857,36,vacation/others,good
820,26,male,2,own,little,little,1345,18,radio/TV,bad
821,27,male,2,own,little,NA,1101,12,car,good
822,24,male,2,own,little,rich,3016,12,radio/TV,good
823,41,male,2,own,little,little,2712,36,furniture/equipment,bad
824,47,male,1,own,little,little,731,8,car,good
825,35,male,3,own,little,NA,3780,18,furniture/equipment,good
826,30,male,2,own,little,little,1602,21,car,good
827,33,female,2,rent,little,little,3966,18,car,bad
828,36,male,2,own,little,NA,4165,18,business,bad
829,47,male,2,free,NA,little,8335,36,car,bad
830,38,male,2,free,NA,moderate,6681,48,business,good
831,44,male,2,own,quite rich,NA,2375,24,business,good
832,23,female,2,rent,little,little,1216,18,car,bad
833,29,male,2,rent,little,little,11816,45,business,bad
834,42,female,2,own,NA,moderate,5084,24,radio/TV,good
835,25,female,1,own,little,rich,2327,15,radio/TV,bad
836,48,male,2,own,little,little,1082,12,car,bad
837,21,female,2,own,NA,NA,886,12,radio/TV,good
838,23,female,1,rent,little,NA,601,4,furniture/equipment,good
839,63,male,2,own,little,little,2957,24,car,good
840,46,male,2,own,little,NA,2611,24,radio/TV,good
841,29,male,2,own,little,little,5179,36,furniture/equipment,bad
842,28,male,1,own,little,NA,2993,21,car,good
843,23,female,2,own,little,NA,1943,18,repairs,bad
844,50,male,2,own,little,NA,1559,24,business,good
845,47,male,2,own,little,NA,3422,18,furniture/equipment,good
846,35,male,2,own,NA,moderate,3976,21,furniture/equipment,good
847,68,male,2,rent,NA,NA,6761,18,car,bad
848,28,male,2,own,little,NA,1249,24,car,good
849,59,male,2,own,little,little,1364,9,radio/TV,good
850,57,male,1,own,little,little,709,12,radio/TV,bad
851,33,male,2,rent,little,little,2235,20,car,bad
852,43,male,2,own,NA,NA,4042,24,car,good
853,35,male,2,free,little,NA,1471,15,radio/TV,good
854,32,male,1,free,little,little,1442,18,car,bad
855,45,male,2,own,little,NA,10875,36,car,good
856,33,male,2,own,moderate,NA,1474,24,car,good
857,40,female,2,own,NA,NA,894,10,education,good
858,28,male,2,free,little,NA,3343,15,furniture/equipment,good
859,29,female,2,own,little,little,3959,15,car,bad
860,26,male,2,rent,moderate,NA,3577,9,car,good
861,27,male,2,own,rich,NA,5804,24,car,good
862,28,male,2,own,little,NA,2169,18,business,bad
863,35,female,2,own,little,little,2439,24,radio/TV,bad
864,32,male,1,own,rich,NA,4526,27,furniture/equipment,good
865,25,male,1,rent,little,NA,2210,10,furniture/equipment,bad
866,20,female,2,rent,quite rich,NA,2221,15,furniture/equipment,good
867,27,female,2,own,little,little,2389,18,radio/TV,good
868,42,male,2,own,little,NA,3331,12,furniture/equipment,good
869,37,male,2,own,NA,NA,7409,36,business,good
870,24,female,2,rent,little,little,652,12,furniture/equipment,good
871,40,female,2,own,quite rich,NA,7678,36,furniture/equipment,good
872,46,male,2,own,little,rich,1343,6,car,good
873,26,male,2,own,moderate,little,1382,24,business,good
874,24,female,2,own,NA,NA,874,15,domestic appliances,good
875,29,male,1,own,little,little,3590,12,furniture/equipment,good
876,40,female,2,own,rich,moderate,1322,11,car,good
877,36,male,3,free,little,little,1940,18,radio/TV,good
878,28,male,2,own,little,NA,3595,36,radio/TV,good
879,27,male,3,free,little,little,1422,9,car,bad
880,36,male,2,own,NA,NA,6742,30,radio/TV,good
881,38,male,3,own,little,NA,7814,24,car,good
882,48,male,2,free,NA,NA,9277,24,car,good
883,36,male,2,own,NA,moderate,2181,30,car,good
884,65,female,0,own,little,NA,1098,18,radio/TV,good
885,43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
886,53,female,2,own,little,little,795,12,education,bad
887,34,male,2,own,NA,moderate,2825,24,business,good
888,23,male,2,own,little,moderate,15672,48,business,bad
889,34,male,3,own,little,NA,6614,36,car,good
890,40,male,2,rent,NA,NA,7824,28,car,good
891,43,male,3,own,little,little,2442,27,business,good
892,46,male,2,own,little,NA,1829,15,radio/TV,good
893,38,male,1,own,little,little,2171,12,car,good
894,34,male,2,own,little,moderate,5800,36,car,good
895,29,male,2,own,NA,NA,1169,18,radio/TV,good
896,31,male,3,own,NA,NA,8947,36,car,good
897,28,female,3,rent,little,little,2606,21,radio/TV,good
898,35,female,2,own,rich,NA,1592,12,furniture/equipment,good
899,33,female,1,rent,NA,NA,2186,15,furniture/equipment,good
900,42,male,2,own,little,little,4153,18,furniture/equipment,bad
901,43,male,2,rent,little,little,2625,16,car,bad
902,44,male,2,own,NA,NA,3485,20,car,good
903,42,male,2,free,NA,NA,10477,36,car,good
904,40,male,2,rent,NA,NA,1386,15,radio/TV,good
905,36,male,3,own,little,NA,1278,24,radio/TV,good
906,20,male,3,rent,little,little,1107,12,radio/TV,good
907,24,male,1,own,NA,little,3763,21,car,good
908,27,male,2,own,NA,moderate,3711,36,education,good
909,46,female,1,own,little,NA,3594,15,car,good
910,33,female,1,own,NA,moderate,3195,9,car,good
911,34,female,2,own,little,NA,4454,36,radio/TV,good
912,25,female,1,own,little,moderate,4736,24,furniture/equipment,bad
913,25,female,2,own,NA,moderate,2991,30,radio/TV,good
914,28,male,2,own,rich,NA,2142,11,business,good
915,31,male,2,rent,little,little,3161,24,business,bad
916,32,female,3,own,little,moderate,18424,48,vacation/others,bad
917,32,male,2,own,moderate,NA,2848,10,car,good
918,68,male,3,own,little,little,14896,6,car,bad
919,33,male,2,own,moderate,little,2359,24,furniture/equipment,bad
920,39,male,3,rent,little,little,3345,24,furniture/equipment,bad
921,28,female,2,own,little,NA,1817,18,furniture/equipment,good
922,37,male,3,own,quite rich,NA,12749,48,radio/TV,good
923,22,female,2,rent,little,little,1366,9,radio/TV,bad
924,30,male,2,rent,little,moderate,2002,12,car,good
925,55,male,2,own,little,little,6872,24,furniture/equipment,bad
926,46,male,2,own,little,little,697,12,car,bad
927,21,female,2,rent,little,little,1049,18,furniture/equipment,good
928,39,male,2,free,little,little,10297,48,car,bad
929,58,male,2,own,NA,NA,1867,30,radio/TV,good
930,43,male,1,own,little,little,1344,12,car,good
931,24,male,1,own,little,little,1747,24,furniture/equipment,good
932,22,female,2,own,little,moderate,1670,9,radio/TV,bad
933,30,male,2,own,little,NA,1224,9,car,good
934,42,male,2,own,quite rich,NA,522,12,radio/TV,good
935,23,female,2,own,little,little,1498,12,radio/TV,good
936,30,male,3,own,moderate,moderate,1919,30,radio/TV,bad
937,28,female,1,own,little,rich,745,9,radio/TV,bad
938,30,male,3,rent,little,moderate,2063,6,radio/TV,good
939,42,male,2,free,little,moderate,6288,60,education,bad
940,46,male,3,own,NA,NA,6842,24,car,good
941,45,male,3,own,NA,NA,3527,12,car,good
942,31,male,1,own,little,NA,1546,10,car,good
943,31,male,2,own,NA,NA,929,24,furniture/equipment,good
944,42,male,1,own,little,NA,1455,4,car,good
945,46,female,2,rent,little,little,1845,15,furniture/equipment,good
946,30,female,2,own,quite rich,moderate,8358,48,car,good
947,30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad
948,38,male,3,own,NA,NA,2859,12,car,good
949,43,male,1,own,little,NA,1533,18,furniture/equipment,bad
950,31,male,2,own,moderate,NA,3621,24,radio/TV,bad
951,40,male,0,own,little,moderate,3590,18,business,good
952,24,male,2,own,little,little,2145,36,business,bad
953,28,female,2,rent,quite rich,moderate,4113,24,car,bad
954,26,female,3,own,little,NA,10974,36,furniture/equipment,bad
955,29,female,2,own,little,little,1893,12,car,good
956,57,female,3,rent,rich,little,1231,24,radio/TV,good
957,49,male,1,own,NA,rich,3656,30,radio/TV,good
958,37,male,1,own,little,moderate,1154,9,radio/TV,good
959,45,male,1,own,little,little,4006,28,car,bad
960,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good
961,30,male,2,rent,little,NA,1740,6,radio/TV,good
962,47,male,2,own,little,moderate,2353,21,car,good
963,29,male,2,own,NA,NA,3556,15,car,good
964,35,male,2,own,quite rich,NA,2397,24,radio/TV,bad
965,22,male,1,own,little,moderate,454,6,repairs,good
966,26,female,2,own,NA,moderate,1715,30,radio/TV,good
967,23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad
968,54,female,3,rent,little,NA,3568,15,radio/TV,good
969,29,male,2,rent,NA,NA,7166,42,radio/TV,good
970,40,male,1,own,little,little,3939,11,car,good
971,22,male,2,own,moderate,moderate,1514,15,repairs,good
972,43,male,1,own,little,NA,7393,24,car,good
973,29,female,0,rent,little,little,1193,24,car,bad
974,36,male,2,rent,little,little,7297,60,business,bad
975,33,female,2,own,little,NA,2831,30,radio/TV,good
976,57,female,1,own,quite rich,rich,1258,24,radio/TV,good
977,64,female,2,own,little,moderate,753,6,radio/TV,good
978,42,male,2,own,NA,moderate,2427,18,business,good
979,47,male,1,own,little,NA,2538,24,car,bad
980,25,male,2,rent,moderate,moderate,1264,15,car,bad
981,49,male,2,own,little,moderate,8386,30,furniture/equipment,bad
982,33,male,3,rent,little,NA,4844,48,business,bad
983,28,female,3,own,moderate,rich,2923,21,car,good
984,26,male,2,own,little,little,8229,36,car,bad
985,30,male,1,own,little,NA,2028,24,furniture/equipment,good
986,25,female,2,rent,little,little,1433,15,furniture/equipment,good
987,33,male,2,own,little,rich,6289,42,business,good
988,64,female,2,own,moderate,NA,1409,13,radio/TV,good
989,29,male,3,free,little,little,6579,24,car,good
990,48,male,1,own,little,moderate,1743,24,radio/TV,good
991,37,male,1,own,NA,NA,3565,12,education,good
992,34,male,1,own,moderate,NA,1569,15,radio/TV,good
993,23,male,1,rent,NA,little,1936,18,radio/TV,good
994,30,male,3,own,little,little,3959,36,furniture/equipment,good
995,50,male,2,own,NA,NA,2390,12,car,good
996,31,female,1,own,little,NA,1736,12,furniture/equipment,good
997,40,male,3,own,little,little,3857,30,car,good
998,38,male,2,own,little,NA,804,12,radio/TV,good
999,23,male,2,free,little,little,1845,45,radio/TV,bad
1000,27,male,2,own,moderate,moderate,4576,45,car,good
